"","Country/Region","Date","R","ci_95_u","ci_95_l","ci_65_u","ci_65_l","days_infectious","last_updated"
"1","Georgia",2020-03-31,0.858785664918374,1.33027787431608,0.362558143693579,1.08740409608967,0.628608655154803,7,2021-02-25
"2","Georgia",2020-04-01,0.886548993917586,1.31311613237504,0.447596574918416,1.09204361833241,0.680577700428166,7,2021-02-25
"3","Georgia",2020-04-02,0.946084248617706,1.34721909634083,0.545534148001138,1.13743750538073,0.75557684264252,7,2021-02-25
"4","Georgia",2020-04-03,0.969886677937571,1.35780372138157,0.584935473370621,1.15319701841377,0.786063125343993,7,2021-02-25
"5","Georgia",2020-04-04,0.937025938356053,1.31526820353218,0.548922873693606,1.11645513422777,0.758517438403259,7,2021-02-25
"6","Georgia",2020-04-05,0.944853702710792,1.31751844972693,0.563062924517816,1.12328558435942,0.76877879445434,7,2021-02-25
"7","Georgia",2020-04-06,0.955860910782337,1.32411425185469,0.57475420759734,1.13004702938642,0.782132755474852,7,2021-02-25
"8","Georgia",2020-04-07,0.95593332487862,1.31975870963541,0.577363554081336,1.12921750207457,0.784018184335792,7,2021-02-25
"9","Georgia",2020-04-08,0.984816463478453,1.3435991362577,0.615301865511283,1.15646096065961,0.814897829728394,7,2021-02-25
"10","Georgia",2020-04-09,0.996296386643239,1.35891116846156,0.618329927175322,1.16965682751604,0.826004169025426,7,2021-02-25
"11","Georgia",2020-04-10,1.04458317449692,1.41394619832455,0.679701930522903,1.21427862774147,0.873701916705671,7,2021-02-25
"12","Georgia",2020-04-11,1.06808068557903,1.44045910963168,0.702376755398044,1.23935389684947,0.897878878546283,7,2021-02-25
"13","Georgia",2020-04-12,1.13088931511333,1.5186182507554,0.769144052671341,1.30452819511495,0.956666732161997,7,2021-02-25
"14","Georgia",2020-04-13,1.18485380317901,1.59123782992277,0.82359309767806,1.36267835975475,1.00386789585153,7,2021-02-25
"15","Georgia",2020-04-14,1.23902503654873,1.66563970215237,0.861544796324721,1.42986953209286,1.04593308606218,7,2021-02-25
"16","Georgia",2020-04-15,1.21109989620805,1.62473399340836,0.845381721486525,1.3942268017502,1.02594441311521,7,2021-02-25
"17","Georgia",2020-04-16,1.2618830986874,1.71883673673429,0.873403108964124,1.46273518873668,1.05882391410559,7,2021-02-25
"18","Georgia",2020-04-17,1.15786363952686,1.5557043621095,0.793681824526857,1.33760492563463,0.977524474350144,7,2021-02-25
"19","Georgia",2020-04-18,1.05057425704275,1.41772292445507,0.685705508372443,1.22103611197326,0.880561609835725,7,2021-02-25
"20","Georgia",2020-04-19,0.947899721977113,1.30922037509909,0.558732590611064,1.12226758545073,0.774712708664807,7,2021-02-25
"21","Georgia",2020-04-20,0.896033796058235,1.25773279790534,0.488406239639264,1.07418690461432,0.718090217447274,7,2021-02-25
"22","Georgia",2020-04-21,0.879078901421026,1.24368667599922,0.460997786305404,1.05971075520402,0.700531166961221,7,2021-02-25
"23","Georgia",2020-04-22,0.902144043168693,1.26089723957138,0.50737459756879,1.07918736307141,0.727095776445367,7,2021-02-25
"24","Georgia",2020-04-23,0.949942934400563,1.30878084457059,0.575417766104259,1.11997358976871,0.778900873172522,7,2021-02-25
"25","Georgia",2020-04-24,1.02103625982974,1.39234312733448,0.663220492740147,1.19146076522999,0.850899126291075,7,2021-02-25
"26","Georgia",2020-04-25,1.04629382851713,1.42907880619823,0.686084614972828,1.22046236534704,0.873388406294771,7,2021-02-25
"27","Georgia",2020-04-26,1.08937534179712,1.49973757267458,0.729215459975978,1.2677054539637,0.909628388184072,7,2021-02-25
"28","Georgia",2020-04-27,1.03013878166635,1.41249709795431,0.672827610370429,1.19815765838259,0.861476773537083,7,2021-02-25
"29","Georgia",2020-04-28,1.00367994709884,1.38473602351695,0.649713076723062,1.17076067042905,0.833431571017729,7,2021-02-25
"30","Georgia",2020-04-29,0.983753188523849,1.36143233579242,0.620055697244884,1.15042301422026,0.815570855663108,7,2021-02-25
"31","Georgia",2020-04-30,1.01712281296767,1.40806493897602,0.656408148891267,1.19274765206178,0.841431871783107,7,2021-02-25
"32","Georgia",2020-05-01,0.996911062710577,1.39220199155046,0.635458823074673,1.17041233428159,0.820818042355758,7,2021-02-25
"33","Georgia",2020-05-02,0.908606423946418,1.27134573971267,0.549688438919548,1.07772725568257,0.741256378556206,7,2021-02-25
"34","Georgia",2020-05-03,0.814381110037739,1.16898972638698,0.434710497830617,0.984575517197419,0.642580102923497,7,2021-02-25
"35","Georgia",2020-05-04,0.752338242310324,1.10720347333647,0.360806905324595,0.929266702684482,0.576020641594467,7,2021-02-25
"36","Georgia",2020-05-05,0.732936882955225,1.08477921599637,0.337901009856354,0.909940031058321,0.558076367729549,7,2021-02-25
"37","Georgia",2020-05-06,0.700268412696135,1.05826407695968,0.301070939065187,0.879350447713549,0.519789396619315,7,2021-02-25
"38","Georgia",2020-05-07,0.687441587464356,1.04779514522646,0.285088484012733,0.868094920668361,0.50640055063872,7,2021-02-25
"39","Georgia",2020-05-08,0.696412739534218,1.05678770562436,0.298437600485468,0.875246482722137,0.520007896027263,7,2021-02-25
