"","country_region_code","country_region","sub_region_1","sub_region_2","metro_area","iso_3166_2_code","census_fips_code","place_id","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"186","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-10-02,-18,3,5,3,-15,0
"187","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-10-03,-11,6,23,4,-10,-4
"188","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-10-04,-14,5,16,3,-5,-4
"189","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-10-05,-21,-4,-5,-1,-23,1
"190","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-10-06,-15,3,0,1,-22,0
"191","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-10-07,-18,3,11,3,-20,0
"192","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-10-08,-14,4,15,0,-21,1
"193","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-10-09,-14,6,15,0,-13,1
"194","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-10-10,-15,2,18,-2,-8,-2
"195","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-10-11,-13,5,21,0,-2,-3
"196","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-10-12,-18,0,7,-1,-20,2
"197","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-10-13,-13,4,8,1,-20,1
"198","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-10-14,-18,3,12,-6,-44,6
"199","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-10-15,-18,6,6,-2,-21,2
"200","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-10-16,-19,9,7,0,-16,3
"201","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-10-17,-20,3,9,-3,-10,0
"202","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-10-18,-20,4,15,-2,-5,-1
"203","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-10-19,-26,-3,-7,-5,-25,5
"204","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-10-20,-25,-1,-13,-9,-26,5
"205","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-10-21,-25,5,-2,-6,-25,5
"206","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-10-22,-21,6,6,-8,-26,5
"207","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-10-23,-20,10,9,-5,-20,5
"208","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-10-24,-20,6,13,-4,-9,1
"209","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-10-25,-18,9,20,-4,-4,-1
"210","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-10-26,-23,1,2,-9,-27,5
"211","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-10-27,-20,4,1,-8,-27,4
"212","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-10-28,-26,0,-4,-9,-28,6
"213","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-10-29,-22,1,-1,-9,-30,5
"214","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-10-30,-21,7,-2,-5,-23,4
"215","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-10-31,-25,4,5,-6,-20,-1
"216","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-11-01,-22,1,7,-8,-7,0
"217","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-11-02,-29,-6,-21,-13,-30,7
"218","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-11-03,-25,-2,-23,-12,-30,6
"219","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-11-04,-28,0,-13,-11,-29,6
"220","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-11-05,-25,0,-9,-12,-30,6
"221","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-11-06,-33,-5,-27,-18,-26,8
"222","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-11-07,-30,-5,-22,-15,-15,4
"223","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-11-08,-25,-2,-12,-9,-11,2
"224","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-11-09,-33,-11,-20,-17,-33,9
"225","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-11-10,-30,-7,-24,-17,-33,8
"226","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-11-11,-35,-8,-24,-18,-33,9
"227","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-11-12,-31,-5,-21,-19,-34,9
"228","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-11-13,-32,-3,-19,-17,-27,9
"229","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-11-14,-30,-6,-16,-14,-16,5
"230","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-11-15,-27,-3,-12,-14,-12,3
"231","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-11-16,-35,-13,-24,-20,-34,9
"232","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-11-17,-32,-9,-27,-19,-34,9
"233","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-11-18,-38,-12,-30,-22,-34,10
"234","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-11-19,-36,-12,-33,-27,-37,11
"235","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-11-20,-30,-1,-27,-18,-30,10
"236","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-11-21,-22,7,-21,-9,-18,3
"237","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-11-22,-20,6,-13,-7,-12,3
"238","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-11-23,-35,-13,-30,-29,-57,14
"239","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-11-24,-30,-6,-24,-19,-34,8
"240","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-11-25,-36,-8,-28,-21,-35,10
"241","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-11-26,-27,-1,-23,-18,-35,10
"242","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-11-27,-12,16,-19,-2,-28,7
"243","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-11-28,-49,-13,-20,-36,-23,9
"244","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-11-29,-51,-13,-16,-36,-22,7
"245","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-11-30,-51,-18,-27,-40,-42,13
"246","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-12-01,-48,-12,-27,-37,-43,12
"247","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-12-02,-51,-11,-20,-36,-41,12
"248","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-12-03,-50,-12,-21,-39,-43,13
"249","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-12-04,-50,-10,-22,-37,-36,13
"250","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-12-05,-51,-13,-24,-37,-26,9
"251","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-12-06,-53,-14,-24,-39,-25,7
"252","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-12-07,-53,-18,-29,-42,-43,13
"253","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-12-08,-50,-13,-29,-39,-41,13
"254","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-12-09,-54,-18,-27,-39,-42,13
"255","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-12-10,-50,-13,-18,-38,-43,13
"256","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-12-11,-52,-12,-20,-37,-38,14
"257","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-12-12,-50,-12,-16,-34,-26,9
"258","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-12-13,-49,-8,-2,-28,-22,6
"259","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-12-14,-50,-16,-18,-36,-41,13
"260","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-12-15,-48,-11,-19,-35,-41,12
"261","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-12-16,-51,-11,-21,-33,-40,13
"262","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-12-17,-51,-15,-20,-36,-42,13
"263","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-12-18,-48,-9,-14,-32,-34,12
"264","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-12-19,-48,-9,-11,-30,-22,8
"265","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-12-20,-48,-6,-4,-27,-19,6
"266","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-12-21,-49,-12,-18,-33,-39,12
"267","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-12-22,-48,-11,-21,-34,-39,11
"268","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-12-23,-51,-12,-25,-35,-38,12
"269","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-12-24,-35,0,-16,-26,-37,10
"270","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-12-25,-32,8,-8,-19,-29,9
"271","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-12-26,-29,11,-5,-15,-14,4
"272","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-12-27,-23,20,9,-7,-4,2
"273","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-12-28,-28,7,-6,-17,-34,8
"274","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-12-29,-22,18,-4,-14,-36,7
"275","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-12-30,-22,30,1,-12,-38,8
"276","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2020-12-31,-19,40,11,-13,-51,10
"277","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-01-01,-68,-45,-6,-44,-75,17
"278","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-01-02,-54,-29,0,-39,-55,10
"279","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-01-03,-56,-23,9,-36,-35,6
"280","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-01-04,-53,-24,-6,-40,-53,15
"281","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-01-05,-49,-17,-5,-38,-50,13
"282","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-01-06,-45,-1,6,-25,-47,9
"283","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-01-07,-59,-26,-3,-42,-68,16
"284","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-01-08,-50,-13,-8,-35,-44,12
"285","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-01-09,-48,-11,-2,-30,-24,6
"286","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-01-10,-47,-6,1,-27,-16,4
"287","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-01-11,-50,-15,-26,-35,-41,12
"288","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-01-12,-48,-9,-25,-33,-42,10
"289","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-01-13,-48,-1,-18,-33,-42,8
"290","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-01-14,-57,-23,-23,-42,-51,8
"291","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-01-15,-55,-20,-30,-42,-43,9
"292","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-01-16,-53,-19,-28,-37,-28,5
"293","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-01-17,-51,-14,-18,-32,-24,3
"294","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-01-18,-53,-20,-33,-38,-42,9
"295","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-01-19,-53,-19,-30,-40,-59,12
"296","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-01-20,-54,-18,-29,-37,-40,9
"297","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-01-21,-51,-16,-28,-38,-41,10
"298","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-01-22,-48,-9,-22,-33,-34,9
"299","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-01-23,-47,-9,-15,-29,-23,5
"300","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-01-24,-47,-7,-9,-27,-18,3
"301","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-01-25,-47,-12,-21,-33,-37,9
"302","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-01-26,-45,-11,-21,-32,-37,7
"303","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-01-27,-48,-9,-18,-31,-36,8
"304","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-01-28,-46,-8,-20,-34,-37,9
"305","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-01-29,-47,-4,-23,-32,-30,8
"306","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-01-30,-46,-4,-16,-31,-20,4
"307","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-01-31,-45,0,-11,-30,-15,2
"308","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-02-01,-35,-2,-16,-29,-33,6
"309","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-02-02,-32,1,-14,-27,-33,4
"310","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-02-03,-39,-3,-12,-30,-32,5
"311","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-02-04,-37,-3,-10,-32,-34,6
"312","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-02-05,-42,-4,-26,-35,-29,7
"313","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-02-06,-45,-6,-12,-32,-20,4
"314","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-02-07,-50,-10,-15,-35,-20,3
"315","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-02-08,-33,-4,-15,-18,-31,5
"316","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-02-09,-31,0,-19,-18,-30,5
"317","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-02-10,-33,2,-10,-16,-28,4
"318","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-02-11,-28,4,-8,-16,-30,4
"319","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-02-12,-28,7,-10,-13,-23,3
"320","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-02-13,-46,-6,-23,-35,-23,3
"321","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-02-14,-42,2,-4,-28,-18,1
"322","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-02-15,-29,1,-21,-12,-28,2
"323","GE","Georgia",NA,NA,NA,NA,NA,"ChIJa2JP5tcMREARwkotEmR5kE8",2021-02-16,-35,-4,-34,-20,-29,3
"324","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-02-15,2,5,-3,4,3,-1
"325","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-02-16,4,7,9,6,6,-2
"326","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-02-17,-2,-1,-15,1,2,0
"327","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-02-18,3,4,-3,2,3,-1
"328","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-02-19,3,3,5,5,3,-1
"329","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-02-20,3,4,3,4,2,-1
"330","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-02-21,7,13,14,8,9,-2
"331","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-02-22,2,4,6,6,3,-2
"332","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-02-23,5,4,9,6,5,-1
"333","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-02-24,3,5,3,5,4,-2
"334","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-02-25,-3,1,-16,-3,1,1
"335","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-02-26,6,9,7,7,3,-2
"336","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-02-27,2,8,8,3,2,-1
"337","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-02-28,5,10,11,5,9,-1
"338","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-02-29,-3,5,-4,3,5,0
"339","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-03-01,-6,2,-11,-1,3,1
"340","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-03-02,-1,2,-10,-1,-8,2
"341","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-03-03,8,7,16,-2,-43,9
"342","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-03-04,2,4,9,3,-8,0
"343","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-03-05,2,5,13,1,-9,1
"344","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-03-06,-1,6,6,0,-3,2
"345","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-03-07,-5,1,6,-1,0,0
"346","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-03-08,9,9,41,5,3,-3
"347","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-03-09,-5,-3,0,-5,-11,1
"348","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-03-10,-6,-1,3,-7,-13,2
"349","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-03-11,-10,0,3,-7,-15,2
"350","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-03-12,-15,-1,-3,-12,-16,4
"351","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-03-13,-21,2,-18,-14,-14,6
"352","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-03-14,-27,1,-25,-14,-9,4
"353","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-03-15,-26,-5,-2,-14,-5,3
"354","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-03-16,-34,-13,-46,-26,-27,10
"355","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-03-17,-41,-15,-46,-32,-36,13
"356","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-03-18,-49,-18,-52,-36,-43,16
"357","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-03-19,-48,-18,-38,-36,-44,16
"358","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-03-20,-53,-12,-39,-37,-44,18
"359","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-03-21,-64,-24,-53,-44,-40,14
"360","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-03-22,-71,-40,-51,-51,-40,13
